model,training_period,n_observations,n_parameters,outlier_fraction,key_drivers,caveat
First-Differences Huber Regressor,2023-2025 annual diffs (all data),93,9,38.7%,"NPL, Inflasi (top Huber importance)","Koefisien = asosiasi bukan kausalitas. Gunakan untuk ranking dan arah, bukan target numerik presisi."
