provinsi_id,nama_provinsi,tahun,twp90_avg,twp90_std,twp90_max,twp90_min,x1_bi_rate_avg,x2_inflasi_avg,x2_inflasi_std,x3_pdrb,x4_tpt,x5_internet,x6_tabungan,x7_kc_bank,x8_ldr,x9_npl,x10_umkm,log_pdrb,log_tabungan,log_kc_bank,twp90_avg_lag1,x1_bi_rate_avg_lag1,x2_inflasi_avg_lag1,x9_npl_lag1,x8_ldr_lag1,log_pdrb_lag1,delta_twp90,delta_npl,delta_pdrb_pct
4,Jawa Tengah,2022,0.02723333333333333,0.003610926180190878,0.0342,0.0231,4.0,0.0051375,0.00504930080668241,41934000.0,5.66,0.769,366687.0,326.0,0.9582,0.0414,0.4892,17.55160753553432,12.812266629226174,5.7899601708972535,,,,,,,,,
4,Jawa Tengah,2023,0.02790833333333333,0.002301958981284236,0.033,0.0245,5.8125,0.0024091666666666667,0.0013809447249377267,45162000.0,5.1850000000000005,0.7754,388275.56,318.0,0.9625,0.0409,0.4972,17.625766605387234,12.86947314820105,5.765191102784844,0.02723333333333333,4.0,0.0051375,0.0414,0.9582,17.55160753553432,0.0006749999999999985,-0.0005000000000000004,0.07697810845614539
4,Jawa Tengah,2024,0.025724999999999998,0.001382438556911794,0.0279,0.0238,6.104166666666667,0.022516666666666667,0.007203892045697287,47970000.0,4.585,0.8132,407782.29,315.0,0.9479,0.041,0.4921,17.686086394324608,12.918491160314343,5.755742213586912,0.02790833333333333,5.8125,0.0024091666666666667,0.0409,0.9625,17.625766605387234,-0.0021833333333333323,0.00010000000000000286,0.06217616580310881
4,Jawa Tengah,2025,0.028241666666666665,0.00321260538089155,0.0352,0.0246,5.291666666666667,0.019808333333333334,0.009228164235183243,50824000.0,4.495,0.8257,407163.64,311.0,0.9411,0.0471,0.4896,17.74387926160425,12.916972903512738,5.7430031878094825,0.025724999999999998,6.104166666666667,0.022516666666666667,0.041,0.9479,17.686086394324608,0.002516666666666667,0.006100000000000001,0.05949551803210329
5,Daerah Istimewa Yogyakarta,2022,0.023124999999999996,0.002836811590500857,0.0286,0.0191,4.0,0.00525,0.00386511201766403,44639000.0,3.8949999999999996,0.786,76380.46,59.0,0.62,0.0266,0.4696,17.614118496754656,11.243495275548376,4.0943445622221,,,,,,,,,
5,Daerah Istimewa Yogyakarta,2023,0.023816666666666667,0.0036936883102575576,0.0332,0.0204,5.8125,0.0025916666666666666,0.0016478406439576576,48373000.0,3.635,0.7903,79202.04,59.0,0.6488,0.0259,0.4487,17.694452385462984,11.279769960904261,4.0943445622221,0.023124999999999996,4.0,0.00525,0.0266,0.62,17.614118496754656,0.0006916666666666703,-0.0006999999999999992,0.08364882725867506
5,Daerah Istimewa Yogyakarta,2024,0.028758333333333334,0.004921466583583933,0.0338,0.0204,6.104166666666667,0.021775,0.006033712109322239,51486000.0,3.3600000000000003,0.8873,82759.06,58.0,0.6732,0.0282,0.4131,17.756820503440068,11.323700856847134,4.07753744390572,0.023816666666666667,5.8125,0.0025916666666666666,0.0259,0.6488,17.694452385462984,0.004941666666666667,0.0023,0.06435408182250435
5,Daerah Istimewa Yogyakarta,2025,0.028624999999999998,0.007385381752919996,0.042,0.0185,5.291666666666667,0.020183333333333334,0.010665563389912529,55039000.0,3.3200000000000003,0.9118,83745.45,61.0,0.6953,0.033,0.3903,17.823552600988595,11.335549060729212,4.127134385045092,0.028758333333333334,6.104166666666667,0.021775,0.0282,0.6732,17.756820503440068,-0.000133333333333336,0.004800000000000002,0.06900905100415655
6,Jawa Timur,2022,0.028033333333333337,0.002695563133384303,0.0322,0.0239,4.0,0.0050625,0.004587310808583331,66248000.0,5.15,0.729,656259.04,397.0,0.7932,0.0336,0.3827,18.00891584879047,13.394312391818561,5.986452005284438,,,,,,,,,
6,Jawa Timur,2023,0.03208333333333333,0.00287428515487158,0.0367,0.0279,5.8125,0.002361666666666667,0.0012721194436010634,71122000.0,4.605,0.8126,682940.16,383.0,0.807,0.0301,0.3908,18.079907284319685,13.434163985500717,5.950642552587727,0.028033333333333337,4.0,0.0050625,0.0336,0.7932,18.00891584879047,0.004049999999999995,-0.0034999999999999996,0.07357203236324117
6,Jawa Timur,2024,0.026125,0.0022357122111106107,0.0291,0.0226,6.104166666666667,0.022583333333333334,0.006215352448623172,75770000.0,3.9650000000000003,0.8179,712523.25,379.0,0.8356,0.0261,0.379,18.14321300710539,13.476569225633481,5.940171252720432,0.03208333333333333,5.8125,0.002361666666666667,0.0301,0.807,18.079907284319685,-0.005958333333333333,-0.003999999999999997,0.06535249289952483
6,Jawa Timur,2025,0.03406666666666667,0.007059401640022442,0.0502,0.0276,5.291666666666667,0.017958333333333333,0.009115566938268876,80856000.0,3.745,0.8219,726507.91,378.0,0.8189,0.0328,0.3816,18.2081803651043,13.496006026198067,5.937536205082426,0.026125,6.104166666666667,0.022583333333333334,0.0261,0.8356,18.14321300710539,0.00794166666666667,0.006700000000000001,0.06712419163257222
7,Aceh,2022,0.014650000000000002,0.004800284082502544,0.0291,0.0104,4.0,0.004880833333333333,0.006974992288471897,38767000.0,6.07,0.681,39252.83,52.0,0.8721,0.0153,0.3147,17.47307995303123,10.577804298067807,3.970291913552122,,,,,,,,,
7,Aceh,2023,0.0123,0.0028894793491372984,0.0192,0.0092,5.8125,0.0012566666666666666,0.0034488056782110248,41408000.0,5.890000000000001,0.6781,41485.84,52.0,0.9296,0.0157,0.3139,17.53898468099263,10.633131547495543,3.970291913552122,0.014650000000000002,4.0,0.004880833333333333,0.0153,0.8721,17.47307995303123,-0.0023500000000000014,0.0003999999999999993,0.0681249516341218
7,Aceh,2024,0.009816666666666666,0.0017377275303386808,0.0125,0.0075,6.104166666666667,0.02413333333333333,0.006597152737539448,43782000.0,5.654999999999999,0.7599,45184.4,53.0,0.9734,0.0179,0.3042,17.59473335481625,10.71852930479217,3.9889840465642745,0.0123,5.8125,0.0012566666666666666,0.0157,0.9296,17.53898468099263,-0.002483333333333334,0.0022000000000000006,0.05733191653786718
7,Aceh,2025,0.01025,0.0035012984604416266,0.0201,0.008,5.291666666666667,0.031083333333333334,0.016841390211096718,45770000.0,5.57,0.7565,44260.48,53.0,1.0176,0.0206,0.291,17.639139434478196,10.697870051816876,3.9889840465642745,0.009816666666666666,6.104166666666667,0.02413333333333333,0.0179,0.9734,17.59473335481625,0.0004333333333333342,0.002700000000000001,0.04540678817778998
8,Sumatera Utara,2022,0.020558333333333335,0.0019392868104881572,0.0249,0.0179,4.0,0.00503,0.007473134914782782,62922000.0,5.8149999999999995,0.793,278253.65,196.0,0.8011,0.0232,0.3157,17.95740643793729,12.536291980588452,5.2832037287379885,,,,,,,,,
8,Sumatera Utara,2023,0.018491666666666667,0.002902493703174858,0.0243,0.0143,5.8125,0.00209,0.004470977115087525,68306000.0,5.5649999999999995,0.6712,286846.32,193.0,0.8723,0.0185,0.3147,18.039508183053236,12.56670536712425,5.267858159063328,0.020558333333333335,4.0,0.00503,0.0232,0.8011,17.95740643793729,-0.002066666666666668,-0.004699999999999999,0.08556625663519912
8,Sumatera Utara,2024,0.016375,0.0016917580957528928,0.0195,0.0139,6.104166666666667,0.02535,0.010102789893705782,73575000.0,5.35,0.7315,292162.63,191.0,0.9616,0.0163,0.2882,18.113815865675384,12.58506930101035,5.2574953720277815,0.018491666666666667,5.8125,0.00209,0.0185,0.8723,18.039508183053236,-0.002116666666666666,-0.0022000000000000006,0.07713817234210762
8,Sumatera Utara,2025,0.018375,0.0018552750347442962,0.0207,0.0155,5.291666666666667,0.028200000000000003,0.017588167510108506,78310000.0,5.1850000000000005,0.7003,301109.14,192.0,0.9391,0.0201,0.2886,18.17618587949688,12.615231390422213,5.262690188904886,0.016375,6.104166666666667,0.02535,0.0163,0.9616,18.113815865675384,0.0019999999999999983,0.0038000000000000013,0.06435609921848462
9,Sumatera Barat,2022,0.0146,0.0011425648976992704,0.0163,0.0126,4.0,0.006125000000000001,0.007737761597868891,50264000.0,6.225,0.754,51357.66,84.0,1.2332,0.0168,0.434,17.732799692959876,10.846588847680804,4.442651256490317,,,,,,,,,
9,Sumatera Barat,2023,0.02,0.003277748673043184,0.0235,0.015,5.8125,0.0018208333333333334,0.0019701705433025256,54334000.0,5.92,0.8031,50438.37,84.0,1.3428,0.0175,0.443,17.810660758370982,10.828527299913622,4.442651256490317,0.0146,4.0,0.006125000000000001,0.0168,1.2332,17.732799692959876,0.0054,0.0007000000000000027,0.08097246538277902
9,Sumatera Barat,2024,0.022699999999999998,0.003174042446872042,0.0281,0.0171,6.104166666666667,0.02613333333333333,0.01231837750040257,57083000.0,5.77,0.7514,52018.81,83.0,1.3696,0.0189,0.4298,17.86001692452374,10.859379886554603,4.430816798843313,0.02,5.8125,0.0018208333333333334,0.0175,1.3428,17.810660758370982,0.0026999999999999975,0.0013999999999999985,0.05059447123348182
9,Sumatera Barat,2025,0.026108333333333334,0.005411176705055317,0.034,0.0188,5.291666666666667,0.0234,0.018157843284026677,59549000.0,5.655,0.7645,54261.07,82.0,1.3104,0.0237,0.4308,17.902310077806227,10.901580735135077,4.418840607796598,0.022699999999999998,6.104166666666667,0.02613333333333333,0.0189,1.3696,17.86001692452374,0.003408333333333336,0.004799999999999999,0.04320025226424673
10,Riau,2022,0.019525,0.002572980231701611,0.0247,0.0169,4.0,0.004986666666666667,0.00840274450114456,151259000.0,4.385,0.756,108539.59,84.0,0.7825,0.0195,0.4249,18.834504163848333,11.594879483386665,4.442651256490317,,,,,,,,,
10,Riau,2023,0.015841666666666667,0.0020606522944902374,0.0211,0.0136,5.8125,0.0018774999999999998,0.0029998185551190198,154522000.0,4.24,0.7714,110730.93,86.0,0.8306,0.0218,0.447,18.85584704545847,11.614867514324416,4.465908118654584,0.019525,4.0,0.004986666666666667,0.0195,0.7825,18.834504163848333,-0.0036833333333333336,0.0023,0.021572270079796896
10,Riau,2024,0.014083333333333335,0.0008653253022926576,0.0159,0.013,6.104166666666667,0.024966666666666665,0.011708996799922959,165350000.0,3.7750000000000004,0.8249,117909.72,85.0,0.858,0.0208,0.4269,18.923575003439854,11.677683006904378,4.454347296253507,0.015841666666666667,5.8125,0.0018774999999999998,0.0218,0.8306,18.85584704545847,-0.0017583333333333322,-0.0010000000000000009,0.070074164196684
10,Riau,2025,0.017275,0.0012548994889124494,0.0197,0.0155,5.291666666666667,0.025858333333333334,0.01876008617606362,176385000.0,4.140000000000001,0.8081,120812.21,84.0,0.852,0.0229,0.4223,18.98817966957718,11.70200091280874,4.442651256490317,0.014083333333333335,6.104166666666667,0.024966666666666665,0.0208,0.858,18.923575003439854,0.003191666666666664,0.002100000000000001,0.06673722407015426
11,Kepulauan Riau,2022,0.024541666666666666,0.0025567942759825196,0.0287,0.0209,4.0,0.00445,0.005610055906381618,145530000.0,8.125,0.737,64186.11,58.0,0.7124,0.0191,0.7909,18.795892815760944,11.069557690703089,4.07753744390572,,,,,,,,,
11,Kepulauan Riau,2023,0.020024999999999998,0.002159177031775175,0.0235,0.0173,5.8125,0.0020666666666666667,0.0029084776815788745,154065000.0,7.205,0.7567,71196.76,61.0,0.6944,0.0381,0.7805,18.852885155740918,11.173216636231013,4.127134385045092,0.024541666666666666,4.0,0.00445,0.0191,0.7124,18.795892815760944,-0.004516666666666669,0.019000000000000003,0.05864770150484433
11,Kepulauan Riau,2024,0.016725,0.001514250489666271,0.0195,0.0149,6.104166666666667,0.028266666666666666,0.005806161826156344,161424000.0,6.665,0.8109,74243.23,58.0,0.7181,0.0361,0.7595,18.899545007825164,11.215115343207623,4.07753744390572,0.020024999999999998,5.8125,0.0020666666666666667,0.0381,0.6944,18.852885155740918,-0.0032999999999999974,-0.0020000000000000018,0.047765553500145996
11,Kepulauan Riau,2025,0.017249999999999998,0.0017359828235430092,0.0207,0.015,5.291666666666667,0.023383333333333336,0.006172937025043389,172459000.0,6.67,0.8103,76973.61,59.0,0.748,0.0331,0.7177,18.965670090824105,11.251230906199808,4.0943445622221,0.016725,6.104166666666667,0.028266666666666666,0.0361,0.7181,18.899545007825164,0.0005249999999999977,-0.0030000000000000027,0.06836034294776483
12,Kepulauan Bangka Belitung,2022,0.018766666666666668,0.0021184614199646844,0.023,0.0151,4.0,0.0042375,0.011526178208361569,63866000.0,4.475,0.801,24448.7,31.0,0.592,0.033,0.8012,17.972297712022865,10.104373224889091,3.4657359027997265,,,,,,,,,
12,Kepulauan Bangka Belitung,2023,0.014458333333333335,0.002140712852101261,0.0202,0.0119,5.8125,0.0024041666666666664,0.004542799413924361,67813000.0,4.225,0.8266,23323.24,30.0,0.6929,0.0163,0.7813,18.032264489690196,10.057248442119324,3.4339872044851463,0.018766666666666668,4.0,0.0042375,0.033,0.592,17.972297712022865,-0.004308333333333332,-0.016700000000000003,0.061801271412018854
12,Kepulauan Bangka Belitung,2024,0.015958333333333335,0.002880169923438335,0.0201,0.0119,6.104166666666667,0.010558333333333334,0.005943286255528292,70193000.0,4.24,0.8483,22868.34,30.0,0.7788,0.0165,0.8316,18.06675916317088,10.037552427833461,3.4339872044851463,0.014458333333333335,5.8125,0.0024041666666666664,0.0163,0.6929,18.032264489690196,0.0014999999999999996,0.00020000000000000226,0.03509651541739789
12,Kepulauan Bangka Belitung,2025,0.01745,0.0025087120926157243,0.0208,0.0138,5.291666666666667,0.013975000000000001,0.01099786136234925,75323000.0,4.3100000000000005,0.8088,24610.48,30.0,0.7442,0.02,0.878,18.137296104294606,10.110968279732097,3.4339872044851463,0.015958333333333335,6.104166666666667,0.010558333333333334,0.0165,0.7788,18.06675916317088,0.0014916666666666654,0.0034999999999999996,0.07308421067627835
13,Jambi,2022,0.02075,0.0038483762809787716,0.0282,0.0163,4.0,0.005079166666666667,0.009549927613560348,76224000.0,4.645,0.707,43793.87,61.0,1.0794,0.0189,0.4616,18.149186944816336,10.687271966217399,4.127134385045092,,,,,,,,,
13,Jambi,2023,0.014650000000000002,0.001234724849731897,0.0181,0.0132,5.8125,0.002525,0.003527457235099321,79873000.0,4.515000000000001,0.8046,43529.88,58.0,1.1533,0.0181,0.483,18.195948443744733,10.681225850285031,4.07753744390572,0.02075,4.0,0.005079166666666667,0.0189,1.0794,18.149186944816336,-0.0060999999999999995,-0.0007999999999999986,0.04787206129303101
13,Jambi,2024,0.013541666666666667,0.0011365484698165863,0.0153,0.012,6.104166666666667,0.026766666666666664,0.00913000381691978,86775000.0,4.465,0.8591,46058.36,57.0,1.1853,0.017,0.4823,18.27882913123618,10.73768627835847,4.060443010546419,0.014650000000000002,5.8125,0.002525,0.0181,1.1533,18.195948443744733,-0.0011083333333333344,-0.0011000000000000003,0.08641217933469392
13,Jambi,2025,0.020849999999999997,0.0022869193252058554,0.023,0.0168,5.291666666666667,0.020716666666666664,0.014860982063066621,92786000.0,4.37,0.8771,47619.86,57.0,1.172,0.0178,0.4938,18.345806335084124,10.771026179516587,4.060443010546419,0.013541666666666667,6.104166666666667,0.026766666666666664,0.017,1.1853,18.27882913123618,0.00730833333333333,0.0007999999999999986,0.06927110342840681
14,Sumatera Selatan,2022,0.02370833333333333,0.0031675796132158394,0.03,0.0197,4.0,0.004791666666666666,0.00566439571250798,68239000.0,4.6850000000000005,0.81,106026.1,98.0,0.8938,0.0295,0.0693,18.03852682153292,11.571450000796018,4.59511985013459,,,,,,,,,
14,Sumatera Selatan,2023,0.023141666666666668,0.003741282797343308,0.0277,0.0173,5.8125,0.002404166666666667,0.0015245652634191303,71958000.0,4.32,0.7002,98718.51,98.0,1.0439,0.0342,0.0716,18.09159318733891,11.500037875593671,4.59511985013459,0.02370833333333333,4.0,0.004791666666666666,0.0295,0.8938,18.03852682153292,-0.0005666666666666632,0.004700000000000003,0.05449962631339855
14,Sumatera Selatan,2024,0.029141666666666666,0.003581380722401331,0.0366,0.0244,6.104166666666667,0.022008333333333335,0.009601937146727057,75132000.0,3.915,0.7462,102606.0,97.0,1.1377,0.0224,0.0636,18.134757137825357,11.538661435512369,4.584967478670572,0.023141666666666668,5.8125,0.002404166666666667,0.0342,1.0439,18.09159318733891,0.005999999999999998,-0.011800000000000001,0.04410906362044531
14,Sumatera Selatan,2025,0.028516666666666666,0.002391588796113782,0.0314,0.0246,5.291666666666667,0.024466666666666668,0.00942012674430593,80663000.0,3.79,0.7698,107536.03,98.0,1.1147,0.0246,0.0603,18.205790552271566,11.585590532351647,4.59511985013459,0.029141666666666666,6.104166666666667,0.022008333333333335,0.0224,1.1377,18.134757137825357,-0.0006250000000000006,0.0022000000000000006,0.07361710056966397
15,Bengkulu,2022,0.028558333333333335,0.006720586870116914,0.0378,0.018,4.0,0.004825,0.005433921236087252,43757000.0,3.49,0.758,16379.51,32.0,1.599,0.0147,0.5038,17.59416218082275,9.703847492453495,3.4965075614664802,,,,,,,,,
15,Bengkulu,2023,0.013433333333333334,0.0023703982532030095,0.0177,0.0111,5.8125,0.002533333333333333,0.0017930843580689435,46301000.0,3.315,0.7763,16237.83,32.0,1.7123,0.0193,0.5013,17.650674138693166,9.695160566785376,3.4965075614664802,0.028558333333333335,4.0,0.004825,0.0147,1.599,17.59416218082275,-0.015125000000000001,0.004600000000000002,0.058139269145508043
15,Bengkulu,2024,0.014766666666666666,0.0017976415525669046,0.018,0.0114,6.104166666666667,0.02514166666666667,0.011546857764882368,49233000.0,3.1399999999999997,0.8267,17668.36,32.0,1.6732,0.0146,0.4756,17.712074708641453,9.779587345076585,3.4965075614664802,0.013433333333333334,5.8125,0.002533333333333333,0.0193,1.7123,17.650674138693166,0.0013333333333333322,-0.004700000000000001,0.06332476620375371
15,Bengkulu,2025,0.0194,0.001745123074586587,0.0218,0.0174,5.291666666666667,0.010866666666666665,0.013767704854829544,52305000.0,3.325,0.8851,18780.77,32.0,1.604,0.0161,0.4757,17.77260254587863,9.840641997522354,3.4965075614664802,0.014766666666666666,6.104166666666667,0.02514166666666667,0.0146,1.6732,17.712074708641453,0.004633333333333335,0.0014999999999999996,0.062397172628115394
16,Lampung,2022,0.028258333333333333,0.0047079156425078065,0.0351,0.021,4.0,0.004454166666666666,0.00618522647242213,44982000.0,4.414999999999999,0.772,52656.14,65.0,1.1521,0.0487,0.4541,17.62177298994437,10.871557120903185,4.189654742026425,,,,,,,,,
16,Lampung,2023,0.02563333333333333,0.003576776947662984,0.0322,0.0211,5.8125,0.002691666666666667,0.0030858793746923285,48188000.0,4.205,0.7586,53539.91,65.0,1.1296,0.026,0.4938,17.690620606120934,10.88820131356793,4.189654742026425,0.028258333333333333,4.0,0.004454166666666666,0.0487,1.1521,17.62177298994437,-0.0026250000000000023,-0.0227,0.0712729536258947
16,Lampung,2024,0.027700000000000002,0.0024211192002497914,0.0315,0.0237,6.104166666666667,0.02606666666666667,0.007003938286075308,51387000.0,4.155,0.7775,57454.12,65.0,1.1299,0.0278,0.48,17.754895799608406,10.958759400280623,4.189654742026425,0.02563333333333333,5.8125,0.002691666666666667,0.026,1.1296,17.690620606120934,0.0020666666666666715,0.0017999999999999995,0.06638582219639755
16,Lampung,2025,0.02775,0.0029199937733432975,0.0342,0.0238,5.291666666666667,0.015191666666666668,0.008012315331394352,55009000.0,4.140000000000001,0.7826,60319.76,64.0,1.0951,0.0277,0.4746,17.823007384352255,11.00743160207196,4.174387269895637,0.027700000000000002,6.104166666666667,0.02606666666666667,0.0278,1.1299,17.754895799608406,4.999999999999796e-05,-9.99999999999994e-05,0.07048475295308143
17,Kalimantan Barat,2022,0.027125,0.0050476141979066795,0.0372,0.022,4.0,0.005091666666666667,0.005563799933226364,46092000.0,4.985,0.788,71511.73,76.0,0.906,0.0195,0.4094,17.64614997881178,11.177630754792553,4.343805421853684,,,,,,,,,
17,Kalimantan Barat,2023,0.020716666666666668,0.0018736611381480004,0.0251,0.0188,5.8125,0.0016141666666666665,0.002145563957790515,48809000.0,4.785,0.7996,74919.48,77.0,0.953,0.0176,0.4089,17.70342530053648,11.224182563371457,4.356708826689592,0.027125,4.0,0.005091666666666667,0.0195,0.906,17.64614997881178,-0.006408333333333332,-0.001899999999999999,0.058947322745812825
17,Kalimantan Barat,2024,0.014925,0.0021863730863526626,0.0187,0.0118,6.104166666666667,0.021166666666666667,0.005384545787096006,52703000.0,4.53,0.7903,77884.58,75.0,0.9775,0.0213,0.3918,17.780182956861825,11.262996105609783,4.330733340286331,0.020716666666666668,5.8125,0.0016141666666666665,0.0176,0.953,17.70342530053648,-0.005791666666666667,0.0036999999999999984,0.07978036837468494
17,Kalimantan Barat,2025,0.016608333333333333,0.0017058500058399744,0.0202,0.0144,5.291666666666667,0.013574999999999999,0.007845800845617413,56984000.0,4.525,0.7937,81682.73,75.0,0.9342,0.0243,0.3915,17.858281102189114,11.310610117809599,4.330733340286331,0.014925,6.104166666666667,0.021166666666666667,0.0213,0.9775,17.780182956861825,0.0016833333333333318,0.002999999999999999,0.08122877255564198
18,Kalimantan Tengah,2022,0.02395833333333333,0.004754989405080126,0.0338,0.0186,4.0,0.005066666666666666,0.004625145370360773,72973000.0,4.23,0.766,35480.11,44.0,1.2003,0.0115,0.3964,18.10560008138647,10.47675572116526,3.8066624897703196,,,,,,,,,
18,Kalimantan Tengah,2023,0.01983333333333333,0.0019218047073866088,0.023,0.0166,5.8125,0.0021541666666666666,0.001960804372669234,75271000.0,3.9699999999999998,0.7351,39743.9,44.0,1.1834,0.0135,0.398,18.136605505713305,10.590236809964294,3.8066624897703196,0.02395833333333333,4.0,0.005066666666666666,0.0115,1.2003,18.10560008138647,-0.004125,0.002,0.03149109944774087
18,Kalimantan Tengah,2024,0.016900000000000002,0.0025398639906319964,0.0207,0.0134,6.104166666666667,0.019675,0.008734167494282543,79320000.0,3.84,0.824,43955.12,44.0,1.1421,0.0161,0.392,18.18900087422303,10.690947142565818,3.8066624897703196,0.01983333333333333,5.8125,0.0021541666666666666,0.0135,1.1834,18.136605505713305,-0.0029333333333333295,0.0026,0.053792297166239234
18,Kalimantan Tengah,2025,0.01788333333333333,0.002213936573507731,0.0214,0.014,5.291666666666667,0.016333333333333335,0.009954837410966987,84730000.0,3.72,0.8957,47412.59,44.0,1.0799,0.0194,0.3858,18.254980299976843,10.766664175450796,3.8066624897703196,0.016900000000000002,6.104166666666667,0.019675,0.0161,1.1421,18.18900087422303,0.0009833333333333291,0.003300000000000001,0.06820474029248613
20,Kalimantan Timur,2022,0.022183333333333333,0.0026097137890209467,0.0268,0.0186,4.0,0.004366666666666667,0.004671447767279888,238917000.0,6.24,0.776,141003.72,113.0,0.6267,0.0327,0.3666,19.29162677343083,11.856548643977328,4.736198448394496,,,,,,,,,
20,Kalimantan Timur,2023,0.02093333333333333,0.0025021203129757873,0.0248,0.0166,5.8125,0.002858333333333334,0.0018115580101786485,215804000.0,5.84,0.7901,156245.26,112.0,0.6447,0.0189,0.3643,19.189881150931544,11.959188631312177,4.727387818712341,0.022183333333333333,4.0,0.004366666666666667,0.0327,0.6267,19.29162677343083,-0.0012500000000000011,-0.0138,-0.09674070911655508
